case_number,source,prompt,evaluation_seed,coco_id
18331,coco-30k,A small herd of cattle in a large field.,19908,98981
18332,coco-30k,A small cat lies on a fluffy white blanket.,10235,98871
18333,coco-30k,A man in pajama pants carries a lime green suitcase.,73162,369322
18334,coco-30k,A man sitting on top of a hair next to a  woman.,69126,261050
18335,coco-30k,People stand in the drizzle with black and white umbrellas.,22768,374574
18336,coco-30k,A mini train about to go through a tunnel.,91131,498806
18337,coco-30k,A man holding a gun while standing in a shower.,72232,560227
18338,coco-30k,various items from the bag are on the table,2911,193498
18339,coco-30k,A cat is sleeping on the couch cushion,51374,51272
18340,coco-30k,A just married couple in the back of a car.,31086,4665
18341,coco-30k,A woman is standing on the sidewalk with an umbrella.,21473,440400
18342,coco-30k,The ship is sailing on the water as the people swim.,18282,413446
18343,coco-30k,People watching elephants enter  the water by a river.,40820,181118
18344,coco-30k,the elephants are  all next to each other under the tree,11126,154173
18345,coco-30k,A truck that is sitting in the road.,79054,67463
18346,coco-30k,A very cute old looking suitcase with some writing on it.,81022,317035
18347,coco-30k,"a cat takes over a human's chair, and their book.",88017,306949
18348,coco-30k,the boat is tied up on the lake ,91816,289781
18349,coco-30k,A dog that is laying down holding a stick.,85387,26671
18350,coco-30k,An adult elephant is pictured walking with a baby elephant.,90391,57027
18351,coco-30k,the animal is laying down in the grass,33257,35976
18352,coco-30k,A young lady poses for a photograph while holding an umbrella.,97057,491377
18353,coco-30k,A woman is walking with a cat umbrella.,98008,323155
18354,coco-30k,a man that has a shirt and a tie,12170,471087
18355,coco-30k,a ups truck on a city street near trees ,22102,329280
18356,coco-30k,Two people are standing at a street corner and one of them is using an umbrella.,91653,248427
18357,coco-30k,A young child poses for recognition while wearing a tie.,87417,102928
18358,coco-30k,a parked truck behind a railing with its hood open,58484,127671
18359,coco-30k,This is a gas station with a lot of trucks.,91642,351081
18360,coco-30k,a coin meter that is next to a parking spot,19828,361321
18361,coco-30k,a women that has a umbrella in her hand,68623,194153
18362,coco-30k,a black and white photo of children siting posing for a photo,59609,68409
18363,coco-30k,a close up of a cat in an opened hand bag,97425,320600
18364,coco-30k,Man and woman with umbrella hats sitting on top of a bridge. ,5175,534270
18365,coco-30k,Two cows grazing on grass in a field by a house.,17240,535292
18366,coco-30k,The people carry their travel suitcase between them.,46164,302155
18367,coco-30k,This unique cake is made to look like a tree stump turned picnic table.,48133,260808
18368,coco-30k,A polar bear sleeping on a rock. ,7926,304220
18369,coco-30k,Several cows are seen grazing in a field.,53418,559099
18370,coco-30k,A black cat with white paw laying in a hanging cat bed.,20992,93297
18371,coco-30k,A group of schoolboys in jackets and ties poses for a picture outside a building.,91549,457877
18372,coco-30k,A brown and white cow standing on a lush green field.,6784,129100
18373,coco-30k,A large amount of boats are parked in the marina,55548,188028
18374,coco-30k,A cat looks at the camera while lying in the window,48840,489257
18375,coco-30k,Gray cat sitting next to tennis shoes on ornate carpeting.,9257,569773
18376,coco-30k,Elephant crossing paved road near grass and trees.,16580,300979
18377,coco-30k,Baby bear climbing large rock near pine tree.,1195,414261
18378,coco-30k,Black and white cat sleeping on blankets with collars.,60407,62398
18379,coco-30k,A long train is driving away from a nuclear power plant.,62515,428168
18380,coco-30k,a cat is on a table next to a remote,43757,476810
18381,coco-30k,a metallic suit case in front of a couch,77452,112626
18382,coco-30k,cows are laying down on a patch of grass,31003,93040
18383,coco-30k,A guy in a suit and tie is posing for the camera. ,47129,443426
18384,coco-30k,a train carries people over wooden tracks in a jungle,26150,327130
18385,coco-30k,This brown and white cat is standing on a desk in front of a computer.,99061,182867
18386,coco-30k,A cat sits on top of a laptop keyboard,43860,43712
18387,coco-30k,Many people with umbrellas are waiting to cross the street.,86213,579415
18388,coco-30k,a beautiful boat is docked in a bay.,15064,318998
18389,coco-30k,a dog on a lawn chair with a banana in its mouth,50150,52637
18390,coco-30k,A gray cat sleeping on top of a bed.,633,216548
18391,coco-30k,a cat that is sitting in a sink,98041,410533
18392,coco-30k,Luggage and a shopping bag on the floor of a living room,79163,558966
18393,coco-30k,The couple walks down the wet sidewalk with an umbrella.,25818,549930
18394,coco-30k,A woman and her sons in formal clothing posing by a river boat,98184,492444
18395,coco-30k,A cracked and broken blue Frisbee lying on the grass.,34517,165157
18396,coco-30k,a truck on a street next to a van ,64400,471446
18397,coco-30k,A man with a green tie has his arms around the shoulders of two boys.,19265,22680
18398,coco-30k,A boat leans sideways as it is sinking into the river.,23933,545924
18399,coco-30k,The long passenger train rides beside a chain link fence.,97844,573622
18400,coco-30k,Five white umbrellas stand in a patch of water,92515,347377
18401,coco-30k,A cat putting it's paws on top of a laptop computer.,23869,212605
18402,coco-30k,A young black bear moves across a grassy field.,83074,98197
18403,coco-30k,An woman pulls a suitcase while another watches.,37602,542910
18404,coco-30k,A very colorful painting on an elephant statue,51316,265153
18405,coco-30k,a number of luggage bags on a cart in a lobby,96864,56013
18406,coco-30k,people in a terminal with suitcases taking some pictures,90715,303264
18407,coco-30k,A skateboarder gaining speed going through the street. ,29528,370503
18408,coco-30k,A cat sitting on a windowsill stares at the camera.,62024,55840
18409,coco-30k,Shaggy cattle with horns graze on grass in a meadow.,95438,288076
18410,coco-30k,"Zebras, an elephant and some giraffes stand together in the grass.",86807,176226
18411,coco-30k,A large tower of different sized and colored luggage. ,1307,216333
18412,coco-30k,a cat on a chair on the ground ,60250,500723
18413,coco-30k,A parking meter on the side of the street with a ring for attaching bicycles.,85566,36861
18414,coco-30k,A black cat stands on a windowsill beside a stuffed animal.,44857,574834
18415,coco-30k,a boat with a rainbow umbrella sitting in water ,85726,155145
18416,coco-30k,The Hogwarts Express is ready for the luggage,96382,128291
18417,coco-30k,A black haired man wearing a white shirt and tie being filmed while speaking by a woman wearing red,63600,512307
18418,coco-30k,A young girl in a fairy dress under an umbrella,3925,497106
18419,coco-30k,A woman holding a bowl in her hand standing next to a baby elephant.,23573,512442
18420,coco-30k,A blue and yellow train on tracks next to two white vans.,45298,476406
18421,coco-30k,A crowded airport filled with people carrying luggage.,26579,84270
18422,coco-30k,Protesters carrying pink parasols and signs in front of a wrought-iron gate.,92046,301257
18423,coco-30k,A brown dog laying on top of a white chair.,63130,472582
18424,coco-30k,A lot of blue and yellow umbrellas sitting under a clock.,14385,95161
18425,coco-30k,A loaded pickup and travel vehicle on the highway.,32435,218208
18426,coco-30k,Two pedestrians underneath their umbrellas walk across an open plaza in a rainstorm.,10859,365170
18427,coco-30k,A rainbow umbrella in the water off the shore,48172,510838
18428,coco-30k,A congested boat stop with lots of boats parked within,18136,419281
18429,coco-30k,The cat is looking through the window at  the animal eating the seed in the feeder.,86778,126540
18430,coco-30k,A ship traveling along a body of water.,10385,551692
18431,coco-30k,An older man with glasses and a British tie.,64462,565041
18432,coco-30k,Two people sitting on a small sail boat on the ocean.,86454,356131
18433,coco-30k,A cat on a shelf sitting next to some bananas.,36186,462304
18434,coco-30k,A cat calmly sitting on a counter next to some scissors.,75105,139721
18435,coco-30k,A bunch of luggage that is in front of a truck.,15235,487722
18436,coco-30k,The man in the business suit wears a striped blue and white tie.,14872,206025
18437,coco-30k,Tug boats do a good job handling water emergencies.,31932,144932
18438,coco-30k,Two green shoes lined up on a bed.,24224,200252
18439,coco-30k,A man leads a long-haired bull with a rope in a competition.,13604,75713
18440,coco-30k,A man holding a camera up over his left shoulder.,48517,459
18441,coco-30k,A man with glasses and a tie clip sits in his car.,86804,118124
18442,coco-30k,There is a battleship floating in the water.,61315,428856
18443,coco-30k,Several large bulls standing around in a grassy field in front of a farm plantation.,9294,202093
18444,coco-30k,a bear walks on a rocky surface ,23404,150812
18445,coco-30k,A cupcake sitting on top of a of a table with a blue umbrella.,64127,563261
18446,coco-30k,A couple of bags of luggage sitting on top of a ship.,47506,388569
18447,coco-30k,Several people riding on a motorcycle with an umbrella open.,59787,395364
18448,coco-30k,Someone who has one foot on a skateboard.,49970,41842
18449,coco-30k,A cat walking past a wooden desk next to another cat.,25164,217521
18450,coco-30k,There is one tug boat in the water by the docks.,21430,31747
18451,coco-30k,A blue dog sitting on  a striped couch,74818,347930
18452,coco-30k,Boats that are on a grassy piece of land. ,93393,297277
18453,coco-30k,A dog in a red shirt holding a red frisbee in its mouth. ,61227,242297
18454,coco-30k,Two women are standing with umbrellas outside of a building.,29075,531909
18455,coco-30k,A large collection of boats parked in the waters of the dock. ,11370,127279
18456,coco-30k,A poodle with a yellow ribbon in it's fur with banana's in the background.,85177,460783
18457,coco-30k,a lady that is standing by some flowers,88811,70240
18458,coco-30k,Two people who are walking under the same umbrella.,68778,135281
18459,coco-30k,Two young elephants are playing with each other.,3855,568315
18460,coco-30k,A cat sniffing a sea creature on the beach.,22447,529626
18461,coco-30k,a suite case that is on a brown desk,31480,300055
18462,coco-30k,A woman dragging a suitcase on wheels down a cobble stone sidewalk.,40531,27371
18463,coco-30k,Five men standing with backpacks and a police officer looking at them.,16883,279895
18464,coco-30k,a cat that is eating some kind of banana,4706,458052
18465,coco-30k,Dog watching a guinea pig on a bed sheet.,14537,424432
18466,coco-30k,a rainbow umbrella that has people under it,80556,214503
18467,coco-30k,A man leading two elephants down a road.,57236,14990
18468,coco-30k,Blue barrels are on the ground near trucks.,23283,159262
18469,coco-30k,A group of people in uniforms stand in formation next to a bus,13523,449432
18470,coco-30k,"A bunch of umbellas sitting on a beach, during the day.",82189,58772
18471,coco-30k,A dog sits in the cab of a state pickup truck.,38277,30657
18472,coco-30k,There are two cats sitting on a window ledge. ,55363,37470
18473,coco-30k,A boat in the sea near the city ,83574,215024
18474,coco-30k,A suitcase is sitting on a sidewalk near trees.,12002,572665
18475,coco-30k,A family of elephants stand beside each other in an enclosure.,65390,343972
18476,coco-30k,A cat laying on top of a couch.,39345,358976
18477,coco-30k,A man holds an umbrella for a new bride,73913,47585
18478,coco-30k,A bearded man in a long tie-dyed shirt sitting in the shade of his pink umbrella.,20659,259345
18479,coco-30k,A large group of animals standing in a large grassy field.,19413,387148
18480,coco-30k,Three men wearing ties and boxer shorts holding up signs for a clothing store.,45543,455401
18481,coco-30k,two boats sitting on the shore close to the water ,22149,278321
18482,coco-30k,The elephants and the young children are playing in the river.,9811,271785
18483,coco-30k,A woman is admiring a mans little dog. ,25346,156620
18484,coco-30k,A group of boats parked on the dock. ,7072,573709
18485,coco-30k,a boat sitting under a rusty metal roof ,41366,43290
18486,coco-30k,A cat in a black and white picture sleeping on a table. ,63467,422424
18487,coco-30k,People are sitting under umbrellas while riding elephants. ,22161,173545
18488,coco-30k,A train parked in front of a train station.,49127,85097
18489,coco-30k,A man standing in front of a white wall.,54221,526576
18490,coco-30k,A brown bear swimming in a body of water.,44614,580698
18491,coco-30k,A bench with a green umbrella on top of it.,15267,152208
18492,coco-30k,A luggage cart stacked with a very tall pile of luggage.,81652,374352
18493,coco-30k,A group of men in uniform standing next to each other.,63375,325157
18494,coco-30k,A woman is laying on top of a suitcase. ,91469,21779
18495,coco-30k,The businessman has his boxing gloves on whikle he waits.,49585,183502
18496,coco-30k,A dog chasing a red frisbee across a field.,43597,404297
18497,coco-30k,A view of a boat at sea with a lighthouse in the background.,86869,537668
18498,coco-30k,A train traveling along train tracks next to another set of tracks.,24127,151956
18499,coco-30k,A black and white dog laying next to a teddy bear.,92306,215554
18500,coco-30k,A bedroom with a bed sitting next to a window.,76123,572734
18501,coco-30k,A fire fire truck parked in a parking lot.,51323,563702
18502,coco-30k,A man wearing glasses while holding a banana.,94053,56400
18503,coco-30k,The dog is achieving high jumps in the yard.,87744,54655
18504,coco-30k,a woman with a tattoo is sitting on the train tracks,86132,337055
18505,coco-30k,Two women walking together in the rain with umbrellas.,28852,397617
18506,coco-30k,A man in a tie with a shirt jacket thrown over his shoulder.,77608,421478
18507,coco-30k,A fuzzy white goat is grazing in the grass,91513,282113
18508,coco-30k,a yellow lifeguard truck sitting on the beach ,58695,168260
18509,coco-30k,A black and white cat with a ball next to it,26156,518974
18510,coco-30k,Two ladies with frisbee at the pitch playing,43809,376456
18511,coco-30k,A brown bear is grazing in the grass.,87164,55601
18512,coco-30k,a cow standing by a tree and looking at other cows ,46210,22596
18513,coco-30k,Two boats sailing in the water near high grass.,31439,458387
18514,coco-30k,A smiling young man sits in a chair with ties on his shoulder. ,24079,404687
18515,coco-30k,A cat sits in front of television intently looking at it. ,61725,78107
18516,coco-30k,Heavy rain falls on a man holding a black umbrella.,32786,527038
18517,coco-30k,a black white and orange cat lying on a blue chair,80153,2988
18518,coco-30k,a man standing next to an elephant next to his trunk,40266,519208
18519,coco-30k,Three of four elephants in a enclosure eating some hay.,98138,451952
18520,coco-30k,A crowd of pedestrians around a French monument.,86372,12706
18521,coco-30k,A black and gray dog resting in a purple chair.,13386,485897
18522,coco-30k,A man walking up the beach after finishing parasailing.,59562,273232
18523,coco-30k,a man sitting down with a telephone up to his ear,10043,230360
18524,coco-30k,A very cute looking small dog by some food.,88219,82807
18525,coco-30k,a bear sitting on a rock with a river running through it,8904,262986
18526,coco-30k,A cat is looking at the camera while lying down on the chair,6028,309852
18527,coco-30k,Several people walking in the rain with umbrellas. ,93287,561856
18528,coco-30k,A cat on a leather chair next to remotes,68999,599
18529,coco-30k,Adult with suitcase with purple tag at indoor facility.,84303,339787
18530,coco-30k,Two sailing boats sit without sails in a shallow river.,34158,444722
18531,coco-30k,Cat sitting next to remote control on small counter.,70858,435922
18532,coco-30k,A cat is lying on the back of the couch,94910,255244
18533,coco-30k,A medium sized dog is lying inside an open suitcase.,66590,61794
18534,coco-30k,A beige colored dog jumps to catch a frisbee.,30917,354729
18535,coco-30k,a few suitcases for sale in a second hand shop,90836,196192
18536,coco-30k,A man adjusting his tie while having a blurry hand.,88226,296524
18537,coco-30k,An umbrella sitting under a bunch of palm trees.,86487,209539
18538,coco-30k,Two suitcases on top of a luggage holder,72721,148542
18539,coco-30k,A sailboat on land next to a playground near the ocean. ,28124,383678
18540,coco-30k,A cat laying on clothes that are in a suitcase. ,16154,443303
18541,coco-30k,A cow standing near a curb in front of a store. ,97353,472795
18542,coco-30k,A small cow is walking down a path with an adult cow while a man in a red shirt watches.,97463,52853
18543,coco-30k,A cat laying in an open suitcase that is on a bed. ,62189,67307
18544,coco-30k,A cat peeking over a table while in the chair ,69141,288847
18545,coco-30k,A man walking down a road holding a black umbrella.,39264,511341
18546,coco-30k,An umbrella and rain boots sitting on a rug in a corner. ,75246,222991
18547,coco-30k,A group of people with umbrellas on a road.,235,404847
18548,coco-30k,A hipster emo woman with very large breast.,31873,352949
18549,coco-30k,A boat sitting on the side of a white building.,63809,426987
18550,coco-30k,An elephant and its baby are walking in the tall grass,23140,473468
18551,coco-30k,A herd of cattle grazing on a lush green field.,28118,429369
18552,coco-30k,a couple of cats that are standing next to a building,19374,443499
18553,coco-30k,there is a young boy eating a candy and taking a picture,66464,131942
18554,coco-30k,An elephant looks at  the camera while outside,17884,59325
18555,coco-30k,a cat that is sitting under a umbrella,96493,541158
18556,coco-30k,A couple of people sitting under an umbrella.,74980,40083
18557,coco-30k,A elephant reaching out with some thing with its nose. ,61239,356125
18558,coco-30k,a couple of elephants that are standing next to each other,43152,428191
18559,coco-30k,There is a polar bear swimming in the water.,26317,85478
18560,coco-30k,A man walking on a sidewalk while holding an umbrella.,10970,95583
18561,coco-30k,Some very cute cows in a nice shaded area.,57144,419048
18562,coco-30k,a big lake with some boats out in it,43300,505520
18563,coco-30k,Some very cute elephants together by some water.,52370,381254
18564,coco-30k,a apple computer that is on a desk,70167,219063
18565,coco-30k,Some people in a field working with some big animals.,60642,455219
18566,coco-30k,a green painted parking meter called a donation station,43154,503252
18567,coco-30k,A boy is dressed up in a tie and is holding a stick.,79609,138995
18568,coco-30k,An old truck is parked in front of the station,93593,478386
18569,coco-30k,There are people standing on the shore next to a body of water.,67837,435206
18570,coco-30k,Four men are photographed signing important documents at work.,21058,457754
18571,coco-30k,A bride and groom posing by a tree ,37593,449839
18572,coco-30k,A commuter Amtrak train on the tracks ,3080,65942
18573,coco-30k,View of outdoor seating area in backyard from garden.,76438,553320
18574,coco-30k,A dog looking over the side from the bed of a pickup truck ,84870,274058
18575,coco-30k,Cat sitting on wood framed mirror looking down at own reflection.,21263,393547
18576,coco-30k,An elderly woman is holding onto the arm of an elderly man.,82357,166768
18577,coco-30k,A long row of nice looking chairs in the sand.,83888,481130
18578,coco-30k,A baby elephant walking in sand at the zoo ,53111,92534
18579,coco-30k,A cat looking forward while laying down on a green cushion. ,47334,300913
18580,coco-30k,A red and yellow train on the train tracks.,86491,515022
18581,coco-30k,Two UPS trucks are parked side by side beside a building. ,31936,499835
18582,coco-30k,The beach is filled with blue tents and umbrellas.,83682,361258
18583,coco-30k,A young farmer using a Sunshine Milker machine to milk a cow.,9960,417849
18584,coco-30k,The hull of a boat that is producing a wake,86422,14338
18585,coco-30k,Empty chairs are covered by umbrellas on a beach.,62175,353446
18586,coco-30k,there is a wall baby elephant that is walking by itself,81155,482667
18587,coco-30k,cows inside a pen reaching for a woman,75962,97362
18588,coco-30k,a black bear holding onto a tree as he reaches for a coconut with his mouth,77072,28957
18589,coco-30k,two men dressed in suits covered in images of clouds under umbrellas,22178,23117
18590,coco-30k,There is a horse drawn carriage on the side of the road.,77837,559902
18591,coco-30k,A woman looking straight ahead while she wears a hat on her head. ,50066,262334
18592,coco-30k,A dog standing on the back of a human being,84050,323851
18593,coco-30k,Two people are riding on top of some elephants.,77280,274399
18594,coco-30k,A couple of elephants walking around a body of water.,79171,197175
18595,coco-30k,"A group of cars, riding down the street.",31720,276063
18596,coco-30k,A man on a skateboard with a dog on the sidewalk ,39267,282768
18597,coco-30k,a corner of a James Smith & Sons store with various umbrellas lined up in the window,13846,7444
18598,coco-30k,A piece of red luggage sitting next to a bench.,67984,251044
18599,coco-30k,A couple of men standing next to a blue truck.,7555,159223
18600,coco-30k,A hipster emo woman with purple hair holding up a camera,36678,552075
18601,coco-30k,Two large elephants in the woods with one leading the other ,62332,280911
18602,coco-30k,A cat  sitting in front of a mirror with it's tail reflecting in a mirror.,49586,481398
18603,coco-30k,there is a cat that is laying inside a luggage,76771,85131
18604,coco-30k,A woman in a dress is standing on a gravel road holding a suitcase.,13005,97006
18605,coco-30k,A man poses for a picture in a nice dinner jacket.,80705,522727
18606,coco-30k,The woman holding an umbrella smiles on the narrow street beside the sidewalk.,83109,313588
18607,coco-30k,A black dog next to four different boats. ,62171,274470
18608,coco-30k,A dog at a table wearing a birthday hat. ,21000,537604
18609,coco-30k,the man is working on his laptop while he waits for the train.,9407,76547
18610,coco-30k,A group of people gathered in a town square with an individual doing a stunt on the pavement and umbrellas strewn around.,80193,165527
18611,coco-30k,Lone elephant walking on dirt path near bushy area.,31964,224391
18612,coco-30k,A woman in a bikini laying under a red umbrella.,30651,262048
18613,coco-30k,Several elephants walking in the dirt near grass. ,24613,476300
18614,coco-30k,A cat sitting next to a television watching a bird on the screen. ,85912,87456
18615,coco-30k,A man with glasses and a tie on staring. ,16551,478731
18616,coco-30k,"A cow getting relief as it is being milked.
",41176,14888
18617,coco-30k,The large blue truck is old with rusted parts.,54874,35966
18618,coco-30k,Two cows are in an open field in front of a mountain range.,11989,486203
18619,coco-30k,A man who is wearing a tie that is too small for him.,89207,285437
18620,coco-30k,Two cows that are together in a field.,92558,513809
18621,coco-30k,A young woman carrying an umbrella is looking at a cell phone.,14655,392183
18622,coco-30k,A cowboy riding a horse beside a herd of cattle.,46456,156756
18623,coco-30k,A woman holding a cat over a cake and cupcakes.,22082,522427
18624,coco-30k,A woman standing next to a pile of luggage.,67810,94599
18625,coco-30k,A man holding a phone up to take a selfie.,31436,84097
18626,coco-30k,A group of cows are grazing in the grass. ,62740,379104
18627,coco-30k,A large elephant stomps around on the dirt covered ground.,89280,129431
18628,coco-30k,A young man and woman holding their heads close to each other.,79701,287527
18629,coco-30k,A green truck that is parked on some grass.,23896,203061
18630,coco-30k,A man and woman look into each others eyes while getting married.,41501,473219
18631,coco-30k,Some women who are walking while holding red umbrellas.,53452,406152
18632,coco-30k,this buss is parked near the curb in the street,38539,344702
18633,coco-30k,The old tow truck tries to lift an overturned truck that's on it's side.,65571,497791
18634,coco-30k,A cat sitting on top of a television.,19900,53457
18635,coco-30k,this child is sitting inside a bag of luggage,76979,512911
18636,coco-30k,there is a small blue luggage along with other luggages,11134,374649
18637,coco-30k,there are many boats that are parked at this dock,65940,531495
18638,coco-30k,A cow standing in the shade of a tree.,47832,127475
18639,coco-30k,A man is spraying an elephant with a water hose.,19555,486112
18640,coco-30k,A man ina  yellow rain coat waits in the rain,1315,95677
18641,coco-30k,a man trying to zip a woman into a suitcase ,43836,94760
18642,coco-30k,there is a cat that is sitting on a mans lap,65892,383846
18643,coco-30k,A tractor truck painted in camouflage sitting on a field.,34379,186175
18644,coco-30k,A cat pawing at a television picture of some penguins.,19983,263588
18645,coco-30k,A couple of people riding on the back of a horse carriage.,4787,343401
18646,coco-30k,Brown bear walking on a path in the woods.,54660,553162
18647,coco-30k,A cat sitting on a couch with a laptop in front of it.,36536,453400
18648,coco-30k,A cat standing next to a plate on a computer.,30655,93948
18649,coco-30k,A white cow standing in front of a pink building.,42566,94261
18650,coco-30k,Two dogs are playing on the beach catching a Frisbee. ,10662,88784
18651,coco-30k,People try to pay a parking meter with a sign in front of it.,86697,281102
18652,coco-30k,A couple of elephants washing a baby elephant in a river.,722,353408
18653,coco-30k,A black and white cat sniffs a laptop computer.,9313,52290
18654,coco-30k,there are two elephants that are walking in the wild together,43750,25191
18655,coco-30k,there is a man walking threw a hallway with his luggage,58598,6864
18656,coco-30k,there are several cows that are seen laying in the grass,79907,405547
18657,coco-30k,A man leans back while riding on an elephant in deep water.,72084,51549
18658,coco-30k,"two people with ,two umbrellas walking along a pavement.",31925,359149
18659,coco-30k,A couple of men riding on the back of an old truck.,7093,45105
18660,coco-30k,A boat in the ocean  near a red light house.,157,102843
18661,coco-30k,A bear walking through a field by some moss and trees.,59555,490160
18662,coco-30k,The black and white photograph of a classroom of schoolchildren is a bit out of focus on the right side of the picture.,59556,390555
18663,coco-30k,A truck is going down a windy mountain road.,85627,164372
18664,coco-30k,A sandy beach filled with lots of people standing on top of it.,43666,22118
18665,coco-30k,An elephant standing in the middle of a tent.,26372,147556
18666,coco-30k,"A man standing in the middle of the room, with clutter all around.",87138,56002
18667,coco-30k,A large body of water surrounded by tall mountains.,66524,494591
18668,coco-30k,A herd of cattle standing on a lush green hillside.,34890,3480
18669,coco-30k,A dog that is standing on a boat.,87458,245201
18670,coco-30k,there is a dog and a cat sitting in a basket,231,543034
18671,coco-30k,Animals trying to either move or go around fallen tree branches,45794,83113
18672,coco-30k,A bear walking across a rural road in front of a crowd of people.,40269,238258
18673,coco-30k,A large brown bear wading through a  pool of water.,53413,416145
18674,coco-30k,A man standing up against a wall with his hands clasped together.,1864,169539
18675,coco-30k,A cat looking inside of a green mug on a table.,28971,414102
18676,coco-30k,Small herd of grazing cattle in field of farm land.,25601,513611
18677,coco-30k,A woman that is standing up in the grass.,58693,161875
18678,coco-30k,"A boat sitting on the ground, where their use to be water.",89890,31481
18679,coco-30k,Many small children are posing together in the black and white photo. ,86386,2299
18680,coco-30k,these two men in suits are shaking hands,97378,68219
18681,coco-30k,these people are walking together down a road,21900,346232
18682,coco-30k,A cat sitting on top of a bed.,41764,491757
18683,coco-30k,A person walking down a street while holding an umbrella.,86472,575243
18684,coco-30k,The water the boat is in is reflecting the sun.,88531,107216
18685,coco-30k,An older pickup truck with decorative murals painted on.,65625,338428
18686,coco-30k,A dog is in the bed of a truck with its tongue out. ,56287,504516
18687,coco-30k,A boat sailing on top of a body of water.,80373,1682
18688,coco-30k,a brown bull is walking on some sand water and a rock,37483,226973
18689,coco-30k,Family and friends are together at the beach.,9463,150224
18690,coco-30k,A made up bed with a pile of newspapers on it.,80852,217219
18691,coco-30k,A small black dog standing on a tiled kitchen floor.,33541,573935
18692,coco-30k,A white parking meter sitting on the side of a road.,40644,133104
18693,coco-30k,A man standing along side of a truck trailer.,95001,46872
18694,coco-30k,Many brown cows are seen walking in a grassy field.,60811,404801
18695,coco-30k,A baby elephant walking along a river near a grassy covered shore.,7760,214989
18696,coco-30k,A group of raft boats sitting on a river side.,70330,576966
18697,coco-30k,A PICTURE OF A ELEPHANT WITH A CART ON ITS BACK ,67877,158945
18698,coco-30k,A PICTURE OF A WORKER PUSHING LUGGAGE ,16609,234953
18699,coco-30k,this person is leaving footprints in the snow,70846,248284
18700,coco-30k,The dog is playing catch with his master.,46375,497014
18701,coco-30k,A large boat sitting in the middle of a body of water.,77931,447791
18702,coco-30k,A man looks down at a dog standing on a skateboard. ,32200,241837
18703,coco-30k,A white sheep standing next to a brick wall.,35077,218214
18704,coco-30k,A group of people standing next to each other on a field.,97055,323799
18705,coco-30k,Two people walk on a path carrying umbrellas.,49833,54909
18706,coco-30k,A half dressed man points toward his wristband.,4766,575110
18707,coco-30k,A cat standing next to an open laptop computer.,30857,529649
18708,coco-30k,A man and woman sitting on top of a boat.,55938,190018
18709,coco-30k,A herd of black and white cattle standing on a lush green hillside.,41996,416758
18710,coco-30k,A wooden table with an inverted umbrella on it.,69001,121506
18711,coco-30k,Two adult dogs play with frisbees in the snow.,25445,145815
18712,coco-30k,A man swimming in a pool of blue water.,78961,343062
18713,coco-30k,A cow laying on top of dry grass in a  pen.,91486,183390
18714,coco-30k,A big truck going down the street with graffiti on it.,92553,123469
18715,coco-30k,A couple of men trying to lasso a cow.,76467,295194
18716,coco-30k,two dogs sharing a frisby in their mouth in the snow,80686,48731
18717,coco-30k,"People lying on their surfboards in the waves, one of the surfboards has a dog on it.",57767,565087
18718,coco-30k,a woman sitting at a table with a dogg in her lap,18605,552061
18719,coco-30k,an elephant standing next to some other smaller animals in a field of grass,14882,328421
18720,coco-30k,a cat laying in a box next to an open suitcase,37301,137413
18721,coco-30k,Animal in shadows of woods surrounded by foliage. ,98835,461036
18722,coco-30k,"A bright, building-lined river heavily populated with boats.",83674,205352
18723,coco-30k,A dog running into the waves near some surfers.,60350,579822
18724,coco-30k,A man in a suit has a black mark on his hand.,77084,531264
18725,coco-30k,A man and a woman on a sidewalk standing in front of several suitcases. ,73285,526728
18726,coco-30k,a man that is standing by some bags,10321,329307
18727,coco-30k,Some are standing outside a building with suitcases.,57618,361551
18728,coco-30k,a bunch of cows walking down the road,62680,268412
18729,coco-30k,"A Laurie with the words ""Try overtaking our trains"" is parked on a street.",90374,296988
18730,coco-30k,A bag of luggage filled with lots of different balls.,45554,181267
18731,coco-30k,A man standing behind a white frisbee on a green field.,15930,423529
18732,coco-30k,a cat sitting on a table next to a tv in a living room.,46311,350054
18733,coco-30k,A spotted dog sits protectively with it's toy.,67920,315248
18734,coco-30k,A cat curls up on a soft and comfortable bed.,4089,83476
18735,coco-30k,A blue and white boat floating on top of water.,16500,281722
18736,coco-30k,a green truck that is parked in a parking lot,39948,212112
18737,coco-30k,A fuzzy cat is sitting in a black purse.,36747,470521
18738,coco-30k,A man riding a paddle board with two dogs on it.,50266,443363
18739,coco-30k,a small sheep is laying in a field,80966,23937
18740,coco-30k,A couple of parking meters sitting on top of a patch of grass.,87175,128829
18741,coco-30k,A man wearing sun glasses is wearing a suit and tie and holding two things in his hands.,93777,204767
18742,coco-30k,Man wearing suit with sign surrounded by people. ,42183,91833
18743,coco-30k,"a little boy with a suit, tie and glasses",31297,336341
18744,coco-30k,a large group of bags that are on a convorbelt,5339,551188
18745,coco-30k,so many people at the beach relaxing and swimming,74279,339019
18746,coco-30k,A cat laying in bed under a blue blanket.,83560,195889
18747,coco-30k,Several children attentively play a game of curling together.,98513,61418
18748,coco-30k,A cow is laying in the middle of a field with flowers.,49140,15984
18749,coco-30k,A brown bear walks in dried grass and branches.,4332,430805
